record_id,active_ingredient,clinical_indication,contraindications,source_file,source_sheet,source_row,species,dosage_raw,route_hint
94,Fembendazol,Utilizado como anti-helmíntico e protozoocida. Utilizado também para tratar a giardíase.,Não deve ser utilizado em pacientes que possuem hipersensibilidade ao ativo.,Bulário.xlsx,Cópia de Página1,95,cat,(Durante 3 dias) 50mg/kg/24h - Via oral,ORAL
95,Ferro Quelato,Tratamento de anemias ferroprivas/Suplemento dietético,,Bulário.xlsx,Cópia de Página1,96,dog,"4,4 mg/10 kg animal q12h VO",VO
95,Ferro Quelato,Tratamento de anemias ferroprivas/Suplemento dietético,,Bulário.xlsx,Cópia de Página1,96,cat,"4,4 mg/10 kg animal q12h VO",VO
96,Fluoxetina,"Antidepressivo, também utilizado para para o tratamento de alterações comportamentais, incluindo agressividade e ansiedade. MEDICAMENTO CONTROLADO.","Não utilizar em pacientes que apresentam hipersensibilidade ao princípio ativo, em gestantes e lactantes.",Bulário.xlsx,Cópia de Página1,97,dog,"0,5-1,0mg/kg/24h - Via oral",ORAL
96,Fluoxetina,"Antidepressivo, também utilizado para para o tratamento de alterações comportamentais, incluindo agressividade e ansiedade. MEDICAMENTO CONTROLADO.","Não utilizar em pacientes que apresentam hipersensibilidade ao princípio ativo, em gestantes e lactantes.",Bulário.xlsx,Cópia de Página1,97,cat,"0,5-1,0mg/kg/24h - Via oral",ORAL
97,Fos (frutooligossacarídeos),"Açúcar não metabolizado e não calórico ao organismo. São considerados prebióticos pois equilibram a flora intestinal. Como consequência, seus benefícios são: redução da pressão sanguínea, da metabolização de carboidratos e lipídeos, aumento da produção de imunoestimulantes, diminuição das bactérias nocivas e da produção de toxinas.",Não utilizar em animais que apresentam intolerância a lactose.,Bulário.xlsx,Cópia de Página1,98,dog,20-50mg/kg/24h - Via oral,ORAL
97,Fos (frutooligossacarídeos),"Açúcar não metabolizado e não calórico ao organismo. São considerados prebióticos pois equilibram a flora intestinal. Como consequência, seus benefícios são: redução da pressão sanguínea, da metabolização de carboidratos e lipídeos, aumento da produção de imunoestimulantes, diminuição das bactérias nocivas e da produção de toxinas.",Não utilizar em animais que apresentam intolerância a lactose.,Bulário.xlsx,Cópia de Página1,98,cat,20-50mg/kg/24h - Via oral,ORAL
98,Furosemida,"Diurético da alça de Henle, indicada nos casos de hipertensão arterial leve a moderada, edema devido a distúrbios do coração, do fígado e dos rins e edema devido a queimaduras.","Não deve ser utilizado em pacientes com anúria ou hipersensíveis à droga, aqueles que são portadores de diabetes mellitus, disfunções hepáticas e doenças que causem desequilíbrio eletrolítico. Avaliar risco beneficío em animais gestantes e lactantes.",Bulário.xlsx,Cópia de Página1,99,dog,"2,5-5mg/kg/12-24h - Via oral",ORAL
98,Furosemida,"Diurético da alça de Henle, indicada nos casos de hipertensão arterial leve a moderada, edema devido a distúrbios do coração, do fígado e dos rins e edema devido a queimaduras.","Não deve ser utilizado em pacientes com anúria ou hipersensíveis à droga, aqueles que são portadores de diabetes mellitus, disfunções hepáticas e doenças que causem desequilíbrio eletrolítico. Avaliar risco beneficío em animais gestantes e lactantes.",Bulário.xlsx,Cópia de Página1,99,cat,"2,5-5mg/kg/12-24h - Via oral",ORAL
99,Gabapentina,"Adjuvante no tratamento de convulsões, também pode ser utilizado como analgésico (bloqueia os canais de cálcio pré-sinápticos reduzindo a sensibilização central). MEDICAMENTO CONTROLADO.",Fazer ajuste de dose em pacientes que apresentam insuficiência renal. Avaliar o risco benefício com o Médico Veterinário para o uso em gestantes e lactantes.,Bulário.xlsx,Cópia de Página1,100,dog,(Anticonvulsionante) 30mg/kg/8h - Via oral (Analgésico) 3mg/kg/24h - Via Oral,ORAL
99,Gabapentina,"Adjuvante no tratamento de convulsões, também pode ser utilizado como analgésico (bloqueia os canais de cálcio pré-sinápticos reduzindo a sensibilização central). MEDICAMENTO CONTROLADO.",Fazer ajuste de dose em pacientes que apresentam insuficiência renal. Avaliar o risco benefício com o Médico Veterinário para o uso em gestantes e lactantes.,Bulário.xlsx,Cópia de Página1,100,cat,(Anticonvulsionante) 30mg/kg/8h - Via oral (Analgésico) 3mg/kg/24h - Via Oral,ORAL
100,Ganoderma lucidum,"Imunomodulador que equilibra o sistema imunológico hiperativo, antioxidante, antiviral e anti-inflamatório.","Não indicado a lactantes, gestantes, hipertensos ou que fazem o uso de anticoagulantes.",Bulário.xlsx,Cópia de Página1,101,dog,5-8mg/kg/24h - Via oral,ORAL
100,Ganoderma lucidum,"Imunomodulador que equilibra o sistema imunológico hiperativo, antioxidante, antiviral e anti-inflamatório.","Não indicado a lactantes, gestantes, hipertensos ou que fazem o uso de anticoagulantes.",Bulário.xlsx,Cópia de Página1,101,cat,5-8mg/kg/24h - Via oral,ORAL
101,Garcinia Camboja,"Inibidor das sínteses de ácidos graxos, utilizado para a redução de gorduras. Associado a L-carnitina para uma maior oxidação desses ácidos graxos.","Não utilizar em pacientes com hipersensibilidade ao ativo, gestantes e lactantes, diabéticos e pacientes que fazem uso de fármacos antidepressivos que promovem o aumento da serotonina.",Bulário.xlsx,Cópia de Página1,102,dog,1-2mg/kg/12h - Via Oral 30min ou 1h antes das refeições,ORAL
101,Garcinia Camboja,"Inibidor das sínteses de ácidos graxos, utilizado para a redução de gorduras. Associado a L-carnitina para uma maior oxidação desses ácidos graxos.","Não utilizar em pacientes com hipersensibilidade ao ativo, gestantes e lactantes, diabéticos e pacientes que fazem uso de fármacos antidepressivos que promovem o aumento da serotonina.",Bulário.xlsx,Cópia de Página1,102,cat,1-2mg/kg/12h - Via Oral 30min ou 1h antes das refeições,ORAL
102,Ginseng ext seco,"Antioxidante capaz de prevenir células tumorais, estimula a circulação sanguínea, reduz estresse e ajuda a equilibrar a pressão arterial.","Não utilizar em gestantes, lactantes e pacientes hipertensos.",Bulário.xlsx,Cópia de Página1,103,dog,2-5mg/kg/24h - Via oral,ORAL
102,Ginseng ext seco,"Antioxidante capaz de prevenir células tumorais, estimula a circulação sanguínea, reduz estresse e ajuda a equilibrar a pressão arterial.","Não utilizar em gestantes, lactantes e pacientes hipertensos.",Bulário.xlsx,Cópia de Página1,103,cat,2-5mg/kg/24h - Via oral,ORAL
103,Glicerina,"Umectante e emoliente, capaz de proteger a pele de desidratações.","A longo prazo, pode dificultar a absorção de vitaminas lipossolúveis.",Bulário.xlsx,Cópia de Página1,104,dog,2-10%- Uso tópico e oral,
103,Glicerina,"Umectante e emoliente, capaz de proteger a pele de desidratações.","A longo prazo, pode dificultar a absorção de vitaminas lipossolúveis.",Bulário.xlsx,Cópia de Página1,104,cat,2-10%- Uso tópico e oral,
104,Glicina (Glicocola),É um aminoácido que participa da formação de glutationas (antioxidante de previne danos por conta de radicais livres).,Contra-indicado para pacientes com anúria.,Bulário.xlsx,Cópia de Página1,105,dog,5mg/kg/24h - Via oral,ORAL
104,Glicina (Glicocola),É um aminoácido que participa da formação de glutationas (antioxidante de previne danos por conta de radicais livres).,Contra-indicado para pacientes com anúria.,Bulário.xlsx,Cópia de Página1,105,cat,5mg/kg/24h - Via oral,ORAL
105,Glucosamina,"Utilizado como suplemento nutricional com a finalidade de melhorar a dor e a rigidez das articulações, pode ser utilizada para prevenir ou tratar patologias articulares degenerativas.","Não utilizar em pacientes que apresentam hipersensibilidade ao medicamento, gestantes e lactantes. Utilizar com cautela em pacientes diabéticos.",Bulário.xlsx,Cópia de Página1,106,dog,10-20mg/kg/24h - Via oral,ORAL
105,Glucosamina,"Utilizado como suplemento nutricional com a finalidade de melhorar a dor e a rigidez das articulações, pode ser utilizada para prevenir ou tratar patologias articulares degenerativas.","Não utilizar em pacientes que apresentam hipersensibilidade ao medicamento, gestantes e lactantes. Utilizar com cautela em pacientes diabéticos.",Bulário.xlsx,Cópia de Página1,106,cat,10-20mg/kg/24h - Via oral,ORAL
106,Glycoxil pet,"Nutracêutico utilizado para combater a glicação, também é indicado para pacientes que apresentam patologia renal crônica, resistência insulínica, sobrepeso e obesidade, diabetes. Pode ser utilizado para a prevenção da catarata e como antioxidante.",Não há relatos.,Bulário.xlsx,Cópia de Página1,107,dog,5mg/kg/24h - Via oral,ORAL
106,Glycoxil pet,"Nutracêutico utilizado para combater a glicação, também é indicado para pacientes que apresentam patologia renal crônica, resistência insulínica, sobrepeso e obesidade, diabetes. Pode ser utilizado para a prevenção da catarata e como antioxidante.",Não há relatos.,Bulário.xlsx,Cópia de Página1,107,cat,5mg/kg/24h - Via oral,ORAL
107,Hidrocortisona (uso tópico e oral),(Uso oral) Utilizado como anti-inflamatório. (Uso tópico) Utilizado como corticosteróide.,"Utilizar com cautela em pacientes diabéticos, aqueles que possuem predisposição ao tromboembolismo, pacientes portadores de úlceras ou infecções, insuficiência renal, pancreatite e cardiopatas.",Bulário.xlsx,Cópia de Página1,108,dog,"(Anti-inflamatório) 5mg/kg/12h - Via oral. (Corticosteróide) 0,1-2,5% - Uso Tópico.",ORAL
107,Hidrocortisona (uso tópico e oral),(Uso oral) Utilizado como anti-inflamatório. (Uso tópico) Utilizado como corticosteróide.,"Utilizar com cautela em pacientes diabéticos, aqueles que possuem predisposição ao tromboembolismo, pacientes portadores de úlceras ou infecções, insuficiência renal, pancreatite e cardiopatas.",Bulário.xlsx,Cópia de Página1,108,cat,"(Anti-inflamatório) 5mg/kg/12h - Via oral. (Corticosteróide) 0,1-2,5% - Uso Tópico.",ORAL
108,Hidróxido de alumínio,Utilizado como antiácido no tratamento de úlceras gastrointestinais e fósforo quelantes nos casos de hiperfosfatemia.,Não utilizar em pacientes que apresentam hipersensibilidae ao medicamento. Utilizar com cautela em pacientes gestantes lactantes.,Bulário.xlsx,Cópia de Página1,109,dog,10-30mg/kg/8h - Via oral,ORAL
108,Hidróxido de alumínio,Utilizado como antiácido no tratamento de úlceras gastrointestinais e fósforo quelantes nos casos de hiperfosfatemia.,Não utilizar em pacientes que apresentam hipersensibilidae ao medicamento. Utilizar com cautela em pacientes gestantes lactantes.,Bulário.xlsx,Cópia de Página1,109,cat,10-30mg/kg/8h - Via oral,ORAL
109,Hydroviton/Hidroviton,"Utilizado como hidratante de atividade nutritiva que contém aminoácidos, lactato de sódio, ureia, alantoína e álcoois polivalentes",Não há relatos.,Bulário.xlsx,Cópia de Página1,110,dog,1-5%/animal - Uso tópico,
109,Hydroviton/Hidroviton,"Utilizado como hidratante de atividade nutritiva que contém aminoácidos, lactato de sódio, ureia, alantoína e álcoois polivalentes",Não há relatos.,Bulário.xlsx,Cópia de Página1,110,cat,1-5%/animal - Uso tópico,
110,Inositol,"Considerado como um dos ativos do complexo B, tem como a principal função neutralizar o colesterol. Utilizado também no controle das complicações resultantes do diabetes.",Não há relatos.,Bulário.xlsx,Cópia de Página1,111,dog,(Cães de raça pequena ou filhotes) 10-15mg/kg/24h - Via oral (Cães adultos) 10-35mg/kg/24h - Via Oral,ORAL
110,Inositol,"Considerado como um dos ativos do complexo B, tem como a principal função neutralizar o colesterol. Utilizado também no controle das complicações resultantes do diabetes.",Não há relatos.,Bulário.xlsx,Cópia de Página1,111,cat,10-15mg/kg/24h - Via oral,ORAL
111,Irgasan/Triclosan,"Utilizado como antisséptico contra bactérias gram-negativas, gram-positivas e fungos.",Não há relatos.,Bulário.xlsx,Cópia de Página1,112,dog,"0,1-1%/animal - Uso Tópico",
111,Irgasan/Triclosan,"Utilizado como antisséptico contra bactérias gram-negativas, gram-positivas e fungos.",Não há relatos.,Bulário.xlsx,Cópia de Página1,112,cat,"0,1-1%/animal - Uso Tópico",
112,Itraconazol,"Utilizado como antifúngico para o tratamento de micoses superficiais, subcutâneas e sistêmicas.","Não deve ser utilizado em pacientes que apresentam hipersensibilidade ao medicamento, gestantes, lactantes e aquelas que estão em período fértil. Utilizar com cautela em pacientes com hepatopatias e nefropatias.",Bulário.xlsx,Cópia de Página1,113,dog,2-10mg/kg/12-24h - Via Oral,ORAL
112,Itraconazol,"Utilizado como antifúngico para o tratamento de micoses superficiais, subcutâneas e sistêmicas.","Não deve ser utilizado em pacientes que apresentam hipersensibilidade ao medicamento, gestantes, lactantes e aquelas que estão em período fértil. Utilizar com cautela em pacientes com hepatopatias e nefropatias.",Bulário.xlsx,Cópia de Página1,113,cat,2-10mg/kg/12-24h - Via Oral,ORAL
113,Ivermectina,Utilizada como antiparasitário que possui ação ecto e endoparasiticida.,"O medicamento não deve ser utilizado em cães da raça Collie, Old English Shupdog, Shitland Shupdog e Australiano ou Sheepdog. Em gestantes, lactantes e animais com idade inferior a 6 semanas.",Bulário.xlsx,Cópia de Página1,114,dog,"(filaricida) 0,25mg/kg/24h - Via Oral (prevenção da dirofilariose) 0,006-0,012mg/kg/30 dias - Via Oral (demodicose) 0,4-0,6mg/kg/24h - Via Oral (outras parasitoses) 0,2-0,3mg/kg/24h - Via Oral",ORAL
113,Ivermectina,Utilizada como antiparasitário que possui ação ecto e endoparasiticida.,"O medicamento não deve ser utilizado em cães da raça Collie, Old English Shupdog, Shitland Shupdog e Australiano ou Sheepdog. Em gestantes, lactantes e animais com idade inferior a 6 semanas.",Bulário.xlsx,Cópia de Página1,114,cat,"(filaricida) 0,25mg/kg/24h - Via Oral",ORAL
114,Juá ext fluido,"Antisséptico e adstringente que equilibra a oleosidade natural da pele e pelagem. Também tem ação antimicrobianas, diuréticas, cardiotônicas, anti-inflamatórias e analgésicas.","Não utilizar em gestantes, lactantes e filhotes. Por conter saponina, o uso deve ser moderado.",Bulário.xlsx,Cópia de Página1,115,dog,De acordo com a formulação,
114,Juá ext fluido,"Antisséptico e adstringente que equilibra a oleosidade natural da pele e pelagem. Também tem ação antimicrobianas, diuréticas, cardiotônicas, anti-inflamatórias e analgésicas.","Não utilizar em gestantes, lactantes e filhotes. Por conter saponina, o uso deve ser moderado.",Bulário.xlsx,Cópia de Página1,115,cat,De acordo com a formulação,
115,Kawa Kawa ext seco,"Fitoterápico utilizado como tranquilizante e ansiolítico. Indicado para situações de estresse, insônia e depressão (coadjuvante).",Contra-indicado em pacientes com afecções hepáticas e/ou que utilizam medicamentos que possam causar hepatotoxicidade.,Bulário.xlsx,Cópia de Página1,116,dog,"1,4-5mg/kg/12h - Via Oral",ORAL
115,Kawa Kawa ext seco,"Fitoterápico utilizado como tranquilizante e ansiolítico. Indicado para situações de estresse, insônia e depressão (coadjuvante).",Contra-indicado em pacientes com afecções hepáticas e/ou que utilizam medicamentos que possam causar hepatotoxicidade.,Bulário.xlsx,Cópia de Página1,116,cat,"1,4-5mg/kg/12h - Via Oral",ORAL
116,L-Arginina,"Utilizado como fortificante nutricional, na produção de enzimas e como regulador de pH.",Não utilizar em pacientes portadores de insuficiência renal e hepática. Utilizar com cautela em pacientes com distúrbios eletrolíticas.,Bulário.xlsx,Cópia de Página1,117,dog,1-5mg/kg/24h - Via Oral,ORAL
116,L-Arginina,"Utilizado como fortificante nutricional, na produção de enzimas e como regulador de pH.",Não utilizar em pacientes portadores de insuficiência renal e hepática. Utilizar com cautela em pacientes com distúrbios eletrolíticas.,Bulário.xlsx,Cópia de Página1,117,cat,1-5mg/kg/24h - Via Oral,ORAL
117,L-Carnitina,"Suplementação de aminoácidos utilizado para tratamento de obesidade e lipidose hepática felina, e cardiomiopatia dilatada. Pode ser manuseado também para tratar casos de intoxicação por ácido valpróico.",Não utilizar em pacientes que apresentam pouca taxa de gordura ou patologias cardíacas.,Bulário.xlsx,Cópia de Página1,118,dog,50-100mg/kg/8-12h - Via Oral,ORAL
117,L-Carnitina,"Suplementação de aminoácidos utilizado para tratamento de obesidade e lipidose hepática felina, e cardiomiopatia dilatada. Pode ser manuseado também para tratar casos de intoxicação por ácido valpróico.",Não utilizar em pacientes que apresentam pouca taxa de gordura ou patologias cardíacas.,Bulário.xlsx,Cópia de Página1,118,cat,50-100mg/kg/8-12h - Via Oral,ORAL
118,L-Carnosina,"Antiglicante, utilizado para prevenir a nefropatia diabética e a retinopatia.",Não há relatos.,Bulário.xlsx,Cópia de Página1,119,dog,4mg/kg/24h - Via Oral,ORAL
118,L-Carnosina,"Antiglicante, utilizado para prevenir a nefropatia diabética e a retinopatia.",Não há relatos.,Bulário.xlsx,Cópia de Página1,119,cat,4mg/kg/24h - Via Oral,ORAL
119,L-Cisteína,"Aminoácido utilizado para fluidificação do muco do trato respiratório, processos de desintoxicação, remoção do excesso de cobre do organismo. Utilizado em associação á vitamina E e ao Selênio para a eliminação de radicais livres e; Isoladamente ou em associação à vitamina B6 no tratamento da alopecia.",Contraindicado para pacientes que apresentam insuficiência hepática ou renal grave e anúria.,Bulário.xlsx,Cópia de Página1,120,dog,1mg/kg/24h - Via Oral,ORAL
119,L-Cisteína,"Aminoácido utilizado para fluidificação do muco do trato respiratório, processos de desintoxicação, remoção do excesso de cobre do organismo. Utilizado em associação á vitamina E e ao Selênio para a eliminação de radicais livres e; Isoladamente ou em associação à vitamina B6 no tratamento da alopecia.",Contraindicado para pacientes que apresentam insuficiência hepática ou renal grave e anúria.,Bulário.xlsx,Cópia de Página1,120,cat,1mg/kg/24h - Via Oral,ORAL
120,L-Cistina,"Aminoácido utilizado para o tratamento de patologias respiratórias, como a bronquite. Utilizado também para os processos de cicatrização pós-cirúrgica e suplementação dietética, auxiliando na síntese de insulina. Ajuda na prevenção de queda de pelo.",Contraindicado em casos de cistinúria.,Bulário.xlsx,Cópia de Página1,121,dog,"0,2mg/kg/24h - Via Oral",ORAL
121,L-Fenilalanina,"Aminoácido essencial, utilizado para atuar na síntese proteíca.",Não há relatos.,Bulário.xlsx,Cópia de Página1,122,dog,13mg/kg/24h - Via Oral,ORAL
121,L-Fenilalanina,"Aminoácido essencial, utilizado para atuar na síntese proteíca.",Não há relatos.,Bulário.xlsx,Cópia de Página1,122,cat,13mg/kg/24h - Via Oral,ORAL
122,L-Glutamina,"Suplemento nutracêutico, utilizado como repositor energético.",Não utilizar em pacientes portadores de neoplasias.,Bulário.xlsx,Cópia de Página1,123,dog,"0,3-1mg/kg/24h - Via Oral.",ORAL
122,L-Glutamina,"Suplemento nutracêutico, utilizado como repositor energético.",Não utilizar em pacientes portadores de neoplasias.,Bulário.xlsx,Cópia de Página1,123,cat,"0,3-1mg/kg/24h - Via Oral.",ORAL
123,L-Histidina,"Aminoácido essencial, tem ação anti-inflamatória, contra o estresse oxidativo e desordens metabólicas.",Não utilizar em pacientes que fazem uso de antidepressivos.,Bulário.xlsx,Cópia de Página1,124,dog,3mg/kg/24h - Via Oral,ORAL
123,L-Histidina,"Aminoácido essencial, tem ação anti-inflamatória, contra o estresse oxidativo e desordens metabólicas.",Não utilizar em pacientes que fazem uso de antidepressivos.,Bulário.xlsx,Cópia de Página1,124,cat,3mg/kg/24h - Via Oral,ORAL
124,L-Isoleucina,"Aminoácido essencial, utilizado no processo de conjugação na detoxificação. É fundamental para a síntese de proteínas, contribui para o ganho de massa muscular, aumenta a disposição e a energia.",Não há relatos.,Bulário.xlsx,Cópia de Página1,125,dog,"5,5-11mg/kg/24h - Via Oral",ORAL
124,L-Isoleucina,"Aminoácido essencial, utilizado no processo de conjugação na detoxificação. É fundamental para a síntese de proteínas, contribui para o ganho de massa muscular, aumenta a disposição e a energia.",Não há relatos.,Bulário.xlsx,Cópia de Página1,125,cat,6-12mg/kg/24h - Via Oral,ORAL
125,L-Leucina,"Aminoácido essencial, utilizado no processo de conjugação na detoxificação. Utilizado também na manutenção da massa muscular, diminuição dos níveis de açúcar no sangue, aumento das defesas do organismo.",Não há relatos.,Bulário.xlsx,Cópia de Página1,126,dog,10-20mg/kg/24h - Via Oral,ORAL
125,L-Leucina,"Aminoácido essencial, utilizado no processo de conjugação na detoxificação. Utilizado também na manutenção da massa muscular, diminuição dos níveis de açúcar no sangue, aumento das defesas do organismo.",Não há relatos.,Bulário.xlsx,Cópia de Página1,126,cat,10-20mg/kg/24h - Via Oral,ORAL
126,L-Lisina,"Aminoácido nutracêutico utilizado para o aumento da imunidade em processos virais e para o tratamento adjuvante da herpesvirose felina. É necessária para o crescimento e desenvolvimento dos ossos em filhotes, para ajudar na absorção do cálcio e para manter o balanço nitrogenado em adultos.",Não utilizar em pacientes gestantes e lactantes. Utilizar com cautela em portadores de doenças renais.,Bulário.xlsx,Cópia de Página1,127,cat,(tratamento adjuvante para herpesviroses) 250mg/kg/24h administrado junto a alimentação.,
127,L-Teanina,Neuroprotetor indicado para o tratamento de redução dos sinais clínicos associados com medo e ansiedade. Utilizado também para a prevenção de isquemias cerebrais.,Não há relatos.,Bulário.xlsx,Cópia de Página1,128,dog,3-7mg/kg/24h - Via Oral.,ORAL
127,L-Teanina,Neuroprotetor indicado para o tratamento de redução dos sinais clínicos associados com medo e ansiedade. Utilizado também para a prevenção de isquemias cerebrais.,Não há relatos.,Bulário.xlsx,Cópia de Página1,128,cat,3-7mg/kg/24h - Via Oral.,ORAL
128,L-Tirosina,Suplemento nutricional utilizado para sitentizar a dopamina.,Não há relatos.,Bulário.xlsx,Cópia de Página1,129,dog,3-7mg/kg/24h - Via Oral.,ORAL
128,L-Tirosina,Suplemento nutricional utilizado para sitentizar a dopamina.,Não há relatos.,Bulário.xlsx,Cópia de Página1,129,cat,3-7mg/kg/24h - Via Oral.,ORAL
129,L-Treonina,Aminoácido essencial utilizado para a melhoraria do sistema imune. Está associado também ao fator de crescimento.,Não há relatos.,Bulário.xlsx,Cópia de Página1,130,dog,8mg/kg/24h - Via Oral.,ORAL
129,L-Treonina,Aminoácido essencial utilizado para a melhoraria do sistema imune. Está associado também ao fator de crescimento.,Não há relatos.,Bulário.xlsx,Cópia de Página1,130,cat,8mg/kg/24h - Via Oral.,ORAL
130,L-Valina,Aminoácido utilizada em combinação com a isoleucina e a leucina para melhorar o balanço nitrogenado e o metabolismo muscular.,Não há relatos.,Bulário.xlsx,Cópia de Página1,131,dog,"7,5mg/kg/24h - Via Oral.",ORAL
130,L-Valina,Aminoácido utilizada em combinação com a isoleucina e a leucina para melhorar o balanço nitrogenado e o metabolismo muscular.,Não há relatos.,Bulário.xlsx,Cópia de Página1,131,cat,"7,5mg/kg/24h - Via Oral.",ORAL
131,Lactobacillus casei,"Probiótico indicado para fortalecer o sistema imunológico e aliviar a constipação intestinal, para a melhoria do processo digestivo, ajuda manter, restaurar e regular a flora intestinal. Atua restaurando a função da barreira intestinal e na recomposição da microbiota intestinal, comprometida pelo uso de anti-inflamatórios. Adjuvante no tratamento de doenças hepáticas e nos distúrbios gastrointestinais. Além disso, participa da produção e otimiza a absorção de vitaminas do complexo B e K.","Probióticos devem ser utilizados com cautela em animais que apresentam síndrome do intestino curto, imunocomprometidos e idosos.",Bulário.xlsx,Cópia de Página1,132,dog,"(Animais de pequeno porte) 16,600,000 UFC/animal/24h (Animais de grande ou médio porte) 33.300.000 UFC/animal/24h - Via Oral",ORAL
131,Lactobacillus casei,"Probiótico indicado para fortalecer o sistema imunológico e aliviar a constipação intestinal, para a melhoria do processo digestivo, ajuda manter, restaurar e regular a flora intestinal. Atua restaurando a função da barreira intestinal e na recomposição da microbiota intestinal, comprometida pelo uso de anti-inflamatórios. Adjuvante no tratamento de doenças hepáticas e nos distúrbios gastrointestinais. Além disso, participa da produção e otimiza a absorção de vitaminas do complexo B e K.","Probióticos devem ser utilizados com cautela em animais que apresentam síndrome do intestino curto, imunocomprometidos e idosos.",Bulário.xlsx,Cópia de Página1,132,cat,"16,600,000 UFC/animal/24h - Via Oral.",ORAL
132,Lactobacillus rhamnosus,"Probiótico indicado para proteger e fortalecer a barreira epitelial, aumentar a resistência do sistema imunológico, manter o funcioamento adequado do organismo, tratar e prevenir contra diferentes tipos de diarreias.","Probióticos devem ser utilizados com cautela em animais que apresentam síndrome do intestino curto, imunocomprometidos e idosos.",Bulário.xlsx,Cópia de Página1,133,dog,"(Animais de pequeno porte) 16,600,000 UFC/animal/24h (Animais de grande ou médio porte) 33.300.000 UFC/animal/24h - Via Oral",ORAL
132,Lactobacillus rhamnosus,"Probiótico indicado para proteger e fortalecer a barreira epitelial, aumentar a resistência do sistema imunológico, manter o funcioamento adequado do organismo, tratar e prevenir contra diferentes tipos de diarreias.","Probióticos devem ser utilizados com cautela em animais que apresentam síndrome do intestino curto, imunocomprometidos e idosos.",Bulário.xlsx,Cópia de Página1,133,cat,"16,600,000 UFC/animal/24h - Via Oral.",ORAL
133,Lactobacilus acidophilus,"Probiótico indicado para auxiliar na modulação da atividade metabólica intestinal, contribuindo para o balanço da microbiota, redução da inflamação intestinal, prevenção e tratamento da diarreia e constipação intestinal.","Probióticos devem ser utilizados com cautela em animais que apresentam síndrome do intestino curto, imunocomprometidos e idosos.",Bulário.xlsx,Cópia de Página1,134,dog,"(Animais de pequeno porte) 16,600,000 UFC/animal/24h (Animais de grande ou médio porte) 33.300.000 UFC/animal/24h - Via Oral",ORAL
133,Lactobacilus acidophilus,"Probiótico indicado para auxiliar na modulação da atividade metabólica intestinal, contribuindo para o balanço da microbiota, redução da inflamação intestinal, prevenção e tratamento da diarreia e constipação intestinal.","Probióticos devem ser utilizados com cautela em animais que apresentam síndrome do intestino curto, imunocomprometidos e idosos.",Bulário.xlsx,Cópia de Página1,134,cat,"16,600,000 UFC/animal/24h - Via Oral.",ORAL
134,Lactobacilus plantarum,"Probiótico indicado para manter a flora natural do organismo em equilíbrio e controlar a proliferação de microrganismos que podem causar malefícios à saúde do animal. Contribui para o bom funcionamento do intestino, aliviando os sintomas de alterações gastrointestinais como cólicas, diarreias, prisão de ventre, além de facilitar a digestão da lactose e aliviar os sintomas relacionado a sua intolerância.","Probióticos devem ser utilizados com cautela em animais que apresentam síndrome do intestino curto, imunocomprometidos e idosos.",Bulário.xlsx,Cópia de Página1,135,dog,"(Animais de pequeno porte) 16,600,000 UFC/animal/24h (Animais de grande ou médio porte) 33.300.000 UFC/animal/24h - Via Oral",ORAL
134,Lactobacilus plantarum,"Probiótico indicado para manter a flora natural do organismo em equilíbrio e controlar a proliferação de microrganismos que podem causar malefícios à saúde do animal. Contribui para o bom funcionamento do intestino, aliviando os sintomas de alterações gastrointestinais como cólicas, diarreias, prisão de ventre, além de facilitar a digestão da lactose e aliviar os sintomas relacionado a sua intolerância.","Probióticos devem ser utilizados com cautela em animais que apresentam síndrome do intestino curto, imunocomprometidos e idosos.",Bulário.xlsx,Cópia de Página1,135,cat,"16,600,000 UFC/animal/24h - Via Oral.",ORAL
135,Levedo de cerveja (Saccharomyces cerevisiae),Nutracêutico utilizado como fonte de vitaminas do complexo B.,Não há relatos.,Bulário.xlsx,Cópia de Página1,136,dog,200mg/kg/24h - Via Oral,ORAL
135,Levedo de cerveja (Saccharomyces cerevisiae),Nutracêutico utilizado como fonte de vitaminas do complexo B.,Não há relatos.,Bulário.xlsx,Cópia de Página1,136,cat,200mg/kg/24h - Via Oral,ORAL
136,Levotiroxina sódica T4,Hormônio tireoidano utilizado para o tratamento hipotireoidismo.,"Utilizar com cautela em pacientes portadores de doenças cardíacas, diabetes mellitus e pacientes geriátricos coom hipoadrenocorticismo.",Bulário.xlsx,Cópia de Página1,137,dog,20mcg/kg/12h - Via Oral,ORAL
136,Levotiroxina sódica T4,Hormônio tireoidano utilizado para o tratamento hipotireoidismo.,"Utilizar com cautela em pacientes portadores de doenças cardíacas, diabetes mellitus e pacientes geriátricos coom hipoadrenocorticismo.",Bulário.xlsx,Cópia de Página1,137,cat,20mcg/kg/24h - Via Oral,ORAL
137,Licopeno,"Potente antioxidante capaz de proteger as células do nosso organismo contra os efeitos nocivos do excesso de radicais livres, reduzindo assim o risco de doenças crônicas.","Não utilizar em gestantes e lactantes, consultar o médico veterinário.",Bulário.xlsx,Cópia de Página1,138,dog,1mg/kg/24h - Via Oral.,ORAL
